question,answer,bloom_answer,bloom_detected,similarity,adaptive_detected,confidence
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: मैराथन का युद्ध, मॉस्को का युद्ध, प्रशांत का युद्ध, क्रेसी का युद्ध, कुर्स्क का युद्ध","मैराथन का युद्ध, क्रेसी का युद्ध, प्रशांत का युद्ध, मॉस्को का युद्ध, कुर्स्क का युद्ध","1. कौन सी घटना का वर्णन करते हैं, जिनकी संख्या कम है, जो कि इतिहास में एक महत्वपूर्ण घटना है?",True,0.5461531082789103,False,0.3444465979095436
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: पूर्वी मोर्चा, रूस-यूक्रेनी युद्ध, लिटिल बिघोर्न का युद्ध, ऑस्ट्रो-प्रशियाई युद्ध, वाटरलू का युद्ध","वाटरलू का युद्ध, ऑस्ट्रो-प्रशियाई युद्ध, लिटिल बिघोर्न का युद्ध, पूर्वी मोर्चा, रूस-यूक्रेनी युद्ध",उत्तर प्रदेश में आज और कल होने वाले विधानसभा चुनाव का विश्लेषण करें। आज वोटिंग का समय है। आज के समय में वोटिंग को लेकर एक ही विषय पर चर्चा होनी चाहिए। आज जो कुछ,True,0.13383993211512765,True,0.06786657825423906
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: मैराथन का युद्ध, प्रथम अफीम युद्ध, गौगामेला का युद्ध, थर्मोपाइले का युद्ध, प्रथम चेचन युद्ध","मैराथन का युद्ध, थर्मोपाइले का युद्ध, गौगामेला का युद्ध, प्रथम अफीम युद्ध, प्रथम चेचन युद्ध","प्रत्येक घटना के क्रम में निम्नलिखित बातों को कालानुक्रमिक क्रम में व्यवस्थित करें: मैराथन का युद्ध, प्रथम अफीम युद्ध, गौगामेला का युद्ध, थर्मोप",True,0.6409724752108256,False,0.43926596484145886
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: सौ साल का युद्ध, पोल्टावा का युद्ध, पर्ल हार्बर पर हमला, रूस पर फ्रांसीसी आक्रमण, कुलिकोवो का युद्ध","कुलिकोवो का युद्ध, सौ साल का युद्ध, पोल्टावा का युद्ध, रूस पर फ्रांसीसी आक्रमण, पर्ल हार्बर पर हमला","1. कर्नल लियास के साथ मार्टिना की पहली मुलाकात, जो कि मार्टिना की प्रेमिका से हुई थी, जो कि मार्टिना की प्रेमिका से हुई थी.",True,0.10822243305544059,True,0.09348407731392612
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: इस्सस का युद्ध, एड्रियानोपल का युद्ध, बोरोडिनो का युद्ध, इवो जीमा का युद्ध, दूसरा बोअर युद्ध","इस्सस का युद्ध, एड्रियानोपल का युद्ध, बोरोडिनो का युद्ध, दूसरा बोअर युद्ध, इवो जीमा का युद्ध",यह बात इस बात का आधार है कि एक और देश की ओर से एक युद्ध हो रहा है। यह भी स्पष्ट है कि युद्ध एक प्रकार का युद्ध है। युद्ध में सभी सेनाओं के लिए एक,True,0.6290424863497416,False,0.42733597598037487
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: कोरियाई युद्ध, योम किप्पुर युद्ध, ऑस्ट्रियाई उत्तराधिकार का युद्ध, छह-दिवसीय युद्ध, वाटरलू का युद्ध","ऑस्ट्रियाई उत्तराधिकार का युद्ध, वाटरलू का युद्ध, कोरियाई युद्ध, छह-दिवसीय युद्ध, योम किप्पुर युद्ध",उत्तर प्रदेश में उत्तर प्रदेश राज्य की राजधानी लखनऊ के पास स्थित उत्तर प्रदेश में उत्तर प्रदेश राज्य की राजधानी लखनऊ के पास स्थित एक प्राचीन ऐतिहासिक स्थल है। उत्तर प्रदेश में उत्तर प्रदेश राज्य की राजधानी लखनऊ के,True,0.10859532157580058,True,0.09311118879356613
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: कुर्स्क का युद्ध, 1857 का भारतीय विद्रोह, कोसोवो का युद्ध, ऑस्टरलिट्ज़ का युद्ध, इवो जीमा का युद्ध","कोसोवो का युद्ध, ऑस्टरलिट्ज़ का युद्ध, 1857 का भारतीय विद्रोह, कुर्स्क का युद्ध, इवो जीमा का युद्ध",1. गद्दी के लिए एक दंपति की शादी के साथ ही यह भी कहा जा सकता है कि वह अपनी पत्नी को एक दिन को एक दिन से ज्यादा की तरह रख लेगा और फिर,False,0.10071232294042905,True,0.10099418742893766
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: कोरियाई युद्ध, कर्बला का युद्ध, सौ साल का युद्ध, हेस्टिंग्स का युद्ध, 2006 लेबनान युद्ध","कर्बला का युद्ध, हेस्टिंग्स का युद्ध, सौ साल का युद्ध, कोरियाई युद्ध, 2006 लेबनान युद्ध","इस प्रश्न के उत्तर में, यह महत्वपूर्ण है कि आपके प्रश्न का उत्तर “क्या” है। इस प्रश्न के उत्तर में, यह महत्वपूर्ण है कि आपके प्रश्न का उत्तर “क्या” है।",True,0.28171775738398236,False,0.08001124701461565
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: दूसरा पुनिक युद्ध, दूसरा बोअर युद्ध, कालका नदी का युद्ध, पोलिश-सोवियत युद्ध, इस्सस का युद्ध","इस्सस का युद्ध, दूसरा पुनिक युद्ध, कालका नदी का युद्ध, दूसरा बोअर युद्ध, पोलिश-सोवियत युद्ध",1. यह घटना क्या है? 2. इसका उद्देश्य क्या है? 3. इसका परिणाम क्या है? 4. इसका कारण क्या है? 5. इसका अर्थ क्या है? 6. यह घटना के,True,0.2471363345781962,False,0.04542982420882949
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: स्पेनिश-अमेरिकी युद्ध, पूर्वी मोर्चा, वाटरलू का युद्ध, 2006 लेबनान युद्ध, शीतकालीन युद्ध","वाटरलू का युद्ध, स्पेनिश-अमेरिकी युद्ध, शीतकालीन युद्ध, पूर्वी मोर्चा, 2006 लेबनान युद्ध",एक पूर्व सैन्य अधिकारी ने बताया कि वे एक सैन्य अधिकारी के रूप में अपने पद से सेवानिवृत्त हो रहे थे और अपने परिवार के लिए एक छुट्टी के लिए एक निजी विमान से बेघर हो गए,True,-0.0032706049581368766,True,0.2049771153275036
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: सात वर्षीय युद्ध, प्लासी का युद्ध, 1948 फिलिस्तीन युद्ध, क्रेसी का युद्ध, इराक युद्ध","क्रेसी का युद्ध, सात वर्षीय युद्ध, प्लासी का युद्ध, 1948 फिलिस्तीन युद्ध, इराक युद्ध",उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर: उत्तर:,True,0.315069114168485,False,0.11336260379911828
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: ग्रुनवाल्ड का युद्ध, इस्सस का युद्ध, प्रथम नागोर्नो-काराबाख युद्ध, इवो जीमा का युद्ध, एगिनकोर्ट का युद्ध","इस्सस का युद्ध, ग्रुनवाल्ड का युद्ध, एगिनकोर्ट का युद्ध, इवो जीमा का युद्ध, प्रथम नागोर्नो-काराबाख युद्ध","इस प्रकार के प्रश्नों को कालानुक्रमिक क्रम में व्यवस्थित करें: First Nanga Korba, First Nanga Korba, First Nanga Korba, First Nanga Korba,",False,0.5097518463929495,False,0.30804533602358275
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: ओकिनावा का युद्ध, ईरान-इराक युद्ध, गौगामेला का युद्ध, रूस-जापानी युद्ध, कुर्स्क का युद्ध","गौगामेला का युद्ध, रूस-जापानी युद्ध, कुर्स्क का युद्ध, ओकिनावा का युद्ध, ईरान-इराक युद्ध","यह प्रश्न इस प्रकार है कि निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: प्रांतीय युद्ध, सोवियत युद्ध, सोवियत युद्ध, रूस के युद्ध, रूस का",True,0.635774036248525,False,0.4340675258791583
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: अफगानिस्तान में युद्ध (2001–2021), कान्ने का युद्ध, थर्मोपाइले का युद्ध, प्लासी का युद्ध, खाड़ी युद्ध","थर्मोपाइले का युद्ध, कान्ने का युद्ध, प्लासी का युद्ध, खाड़ी युद्ध, अफगानिस्तान में युद्ध (2001–2021)","इस प्रश्न का उत्तर निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: अफगानिस्तान में युद्ध (2001–2021), कान्ने का युद्ध, थर्मोपाइले का युद्ध, प्लासी",True,0.26198412850499153,False,0.06027761813562482
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: ग्रुनवाल्ड का युद्ध, कोरियाई युद्ध, पेलोपोनेसियन युद्ध, थर्मोपाइले का युद्ध, बोरोडिनो का युद्ध","पेलोपोनेसियन युद्ध, थर्मोपाइले का युद्ध, ग्रुनवाल्ड का युद्ध, बोरोडिनो का युद्ध, कोरियाई युद्ध",कालानुक्रमिक क्रम में व्यवस्थित करना कठिन है। इसका मतलब यह नहीं है कि प्रत्येक घटना को कालानुक्रमिक क्रम में व्यवस्थित करना आवश्यक है। प्रत्येक घटना को कालानुक्रम,True,0.2335917130112648,False,0.03188520264189809
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: लिटिल बिघोर्न का युद्ध, बद्र का युद्ध, कादेश का युद्ध, कर्बला का युद्ध, वाटरलू का युद्ध","कादेश का युद्ध, बद्र का युद्ध, कर्बला का युद्ध, वाटरलू का युद्ध, लिटिल बिघोर्न का युद्ध",1. क्या कालानुक्रमिक क्रम में आगे की घटनाओं को आगे की घटनाओं से व्यवस्थित करना चाहिए या फिर आगे की घटनाओं को आगे की घटनाओं से व्यवस्थित करना चाहिए? 2. क्या आगे की,True,0.1506077448527018,True,0.051098765516664896
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: रूस-जॉर्जियाई युद्ध, कादेश का युद्ध, कैटालोनियन मैदानों का युद्ध, टूर्स का युद्ध, ऑस्ट्रो-प्रशियाई युद्ध","कादेश का युद्ध, कैटालोनियन मैदानों का युद्ध, टूर्स का युद्ध, ऑस्ट्रो-प्रशियाई युद्ध, रूस-जॉर्जियाई युद्ध","निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: रूसी-अमेरिकी युद्ध, बर्मा का युद्ध, युद्ध, युद्ध, युद्ध, युद्ध, युद्ध, युद्ध
उत्तर: निम्नलिखित घटनाओं",True,0.1594579586138328,True,0.04224855175553391
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: छह-दिवसीय युद्ध, लिटिल बिघोर्न का युद्ध, प्रथम इंडोचीन युद्ध, इवो जीमा का युद्ध, ग्रुनवाल्ड का युद्ध","ग्रुनवाल्ड का युद्ध, लिटिल बिघोर्न का युद्ध, इवो जीमा का युद्ध, प्रथम इंडोचीन युद्ध, छह-दिवसीय युद्ध",1. क्या आपने युद्ध के दौरान किसी को नहीं देखा है? 2. क्या आपने युद्ध के दौरान किसी को नहीं सुना है? 3. क्या आपने युद्ध के दौरान किसी को नहीं सुना है? 4,True,0.09144463762640953,True,0.11026187274295718
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: कुर्स्क का युद्ध, कादेश का युद्ध, पोल्टावा का युद्ध, थर्मोपाइले का युद्ध, छह-दिवसीय युद्ध","कादेश का युद्ध, थर्मोपाइले का युद्ध, पोल्टावा का युद्ध, कुर्स्क का युद्ध, छह-दिवसीय युद्ध","उत्तर में निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: लार्स का युद्ध, कादेश का युद्ध, पोल्टावा का युद्ध, थर्मोपाइले का युद्ध,",True,0.3258994420369466,False,0.12419293166757989
"निम्नलिखित घटनाओं को कालानुक्रमिक क्रम में व्यवस्थित करें: मान्ज़िकर्ट का युद्ध, बोरोडिनो का युद्ध, थर्मोपाइले का युद्ध, उहुद का युद्ध, निकोपोलिस का युद्ध","थर्मोपाइले का युद्ध, उहुद का युद्ध, मान्ज़िकर्ट का युद्ध, निकोपोलिस का युद्ध, बोरोडिनो का युद्ध",1. यह एक ऐसी घटना है जो एक पूर्व-चक्र है और एक पूर्व-चक्र के बाद दूसरा पूर्व-चक्र होता है। यह एक पूर्व-चक्र है और एक पूर्व-चक्र के बाद,True,0.42397695779800415,False,0.22227044742863744
